Job Category,Date&Time,Searched Job Title,Searched Job Location,Job Portal,Job Date Posted,Job Title,Company Name,Job Location,Job Phone No,Job Email,Job Link,Job Description
,,,,,,,,,,,,
Python/Django Developer,Jul-23-2020 17:46:32,Python Developer,San Francisco,Monster,+30 days ago,Senior Network Engineer,Dynamic Signal,"San Bruno, CA",,,https://job-openings.monster.com/senior-network-engineer-san-bruno-ca-us-dynamic-signal/ba77ebba-3bfc-4dc3-bda9-457798e76780,"We are looking for an exceptional Sr. Network Engineer in San Bruno.  In this role, you will be primarily responsible to support and to evaluate and deploy tools and processes to operate enterprise-wide IT and Infrastructure.  This includes establishing the highest security posture, as well as assisting SOC2 compliance efforts while owning the infrastructure architecture throughout global locations.
ESSENTIAL RESPONSIBILITIES:
Architect, deploy and manage (monitoring/alerting) enterprise-wide global network infrastructure connecting data centers, public clouds, office networks utilizing IPSEC tunnels and BGP.
Administration of Palo Alto Networks firewalls to ensure information security, administering IPS/IDS.
Building out of network infrastructure in corporate offices with MDFs/IDFs and APs.
Managing enterprise’s IP space using IPAM.
Managing enterprise’s network topology in a visual format.
Hands-on troubleshooting skills utilizing various network inspection and monitoring tools on various platforms.
Hands-on designing and management of network infrastructure.
Hands-on programming using CLI and scripting to automate processes.
On-call rotations supporting 24x7 production ops.
KEY SKILLS AND QUALIFICATIONS:    
5+ years of enterprise-level infrastructure design and deployment.
3+ years of device configuration management and automation scripting.
Problem-solver able to effectively use lessons learned, iterate and improve. You like to address matters proactively, come up with creative solutions and plan for the future.
In-depth knowledge of Python or equivalent scripting required.
Linux and Windows system administration skills are a plus.
Must be able to lift 50lbs.
 COMPETITIVE ADVANTAGES:
Unlimited drinks and snacks
Competitive Medical, Dental & Vision coverage
Unlimited vacation time
Fun team events every week, month, quarter and pool, ping pong, life-size Jenga every day
Startup experience in a fast-growing company and the chance to grow into your dream role
A thoughtful leadership team that has done this before with great success
A playful and diverse team eager to meet you
 
 Report this job"
,,,,,,,,,,,,
Python/Django Developer,Jul-23-2020 17:46:50,Python Developer,San Francisco,Monster,+30 days ago,REMOTE Back-end API Software Developer,"Talent & Acquisition LLC., d/b/a Stand 8","San Francisco, CA",,,https://job-openings.monster.com/remote-back-end-api-software-developer-san-francisco-ca-us-talent-acquisition-llc-d-b-a-stand-8/779c9c33-fffe-4019-8fcb-1f28409d71d1,"STAND 8 is a strategic services and staffing company that partners great talent with amazing opportunities in technology solutions for all industries. We work with top tier client-partners across the United States and have offices in LA, Atlanta, New York, and Morro Bay. This position offers full time benefits and longevity for talented associates who can work on a W2 without sponsorship.
We have a direct relationship with the hiring manager on this critical project and are setting up interviews next week for someone who can hit the ground running using innovative solutions. This position is for a remote Back-end API Software Developer contract opportunity. Be prepared to make an immediate impact, join a collaborative, fast-paced, cross-functional team, and gain exposure to strategic decision-makers!
If you are interested in utilizing your creativity and operational expertise to provide technology solutions for our leading global digital broadcast media and entertainment client, enabling them to continually distribute cutting-edge content, this is position is a fit for you! This team values growth, collaboration, and a team-focused culture balanced with cutting-edge technology and solutions.
Overview:
This role is within a Video Technology Group that manages internet traffic for video streaming, measuring the quality of video encoding, and monitoring for video streaming problems. You will be working on and around live streaming video projects.
Role Details:
You’re a backend engineer driven by a desire to deliver truly excellent software and are knowledgeable about development best practices. You work with your team to identify areas for improving the reliability, performance, and auditability of services consumed internally. You bring a depth of experience and aren’t afraid to bring your past experience to bear on new challenges here. You’ve worked through several incidents and have killer instincts for debugging production systems, and you’re excited about working on and around live streaming video projects.
Qualifications:
Deep expertise in one or more backend programming languages (ex: Go, Ruby, Python, JavaScript)
Experience building out API servers (monoliths, microservices, or both)
Familiarity with relational and nonrelational database technologies
Excellent monitoring and debugging skills using best in class tools (ex: Sentry, Rollbar, NewRelic, Datadog, Sumologic, Splunk)
Works well in a team using Agile methodologies
Preferred:
Azure, AWS, ECS, Docker, Python, Flask, RQ experience
Video experience
Experience with asynchronous queuing systems (SQS, Celery, Sidekick, RQ, etc)
Values software correctness and has an aptitude for writing tests
Experience writing RESTful systems with knowledge of best practices
Report this job"
,,,,,,,,,,,,
Python/Django Developer,Jul-23-2020 17:47:09,Python Developer,San Francisco,Monster,+30 days ago,Senior QA Engineer,addastaff,"San Francisco, CA, 94111",,,https://job-openings.monster.com/senior-qa-engineer-san-francisco-ca-us-addastaff/2df4d51e-4c0a-463c-bf05-7f77c0939986,"Title: Senior QA Engineer
Location: San Francisco, CA
Type: Long-Term Contract

Overview

The Senior QA Engineer acts as a liaison between the product team and data engineering teams involved in planning, conducting, and execution of test strategies, scenarios, and cases in the building and delivery of a transactions data store (TDS).
 
The Senior QA Engineer supports multiple business units on building and improving the data infrastructure around loans and deposits transactional data.
 
The Senior QA Engineer builds automated test scripts to support integration and regression testing of batch, real-time, and APIs that ensure business teams receive the correct data sets for third party applications, vendor systems, analytics, and internal and external reporting.
 
Responsibilities
Design and develop unit, functional, integration, regression, and performance tests using industry standard tools.
Design end to end test scenarios to ensure high quality data to support reporting, analytics, third party vendor applications and downstream systems use cases.
Development and execution of test plans and test cases to support batch, near-real time and real time data ingesting, transformation and downstream users and applications consumption.
Responsible for testing dimensional data on a Snowflake database platform, events data on Kafka platform, and REST APIs.
Identify areas for automation and write automated tests to ensure repeatability, coverage, and reliability and catching regressions.
Promote QA productivity through automation, tools, and participate in design and specification reviews.
Own features through inception, iterative development feedback, implementation, and launch.
Support defect/issue resolution and retesting based on change control.
Ensure comprehensive test coverage by working closely with the product and engineering teams to prioritize testing execution and report on test execution progress and results.
Experience
5+ experience working as a QA Engineer
3+ year of experience in test automation with Python/Java/Javascript/SQL with databases and APIs.
5+ years of experience in automated testing of data warehouses/data marts and reporting repositories.
Proven experience in reviewing requirements, specifications and technical design documents to provide timely and meaningful feedback.
Experience creating detailed, comprehensive, and well-structured test plans and test cases for functional and non-functional testing.
Experience with tracking defect management processes and prioritizing bugs.
Ability to work cross-functionally with other teams to organize testing responsibilities.
Comfortable and adaptable in a fast-paced environment.
Experience with black box and white box testing with understanding of/experience with SQA methodologies, techniques, and approaches.
Familiarity with bug reporting systems such as Jira.
Nice To Haves
Experience with automation scripts using tools such as Selenium and Cucumber.
Extensive experience working with SQL Server, Oracle, and Snowflake databases.
Coding experience in Java, Javascript, Python, or any other coding language.
Good understanding of web technologies including HTML, CSS, XML, JSON and REST APIs.
Good understanding of modern front-end frameworks such as React, Angular.
Experience with GitLab and continuous integration build system such as Jenkins.
Report this job"
,,,,,,,,,,,,
Python/Django Developer,Jul-23-2020 17:47:28,Python Developer,San Francisco,Monster,+30 days ago,Principal Data Scientist (Remote Availability),John Deere,"San Francisco, CA, 94102",,,https://job-openings.monster.com/principal-data-scientist-remote-availability-san-francisco-ca-us-john-deere/4727c09e-2179-47b6-9db3-879dd401fbd7,"There are 7 billion people on this planet. And by 2050, there will be 2 billion more... many moving into urban centers at an unprecedented rate. Making sure there is enough food, fiber and infrastructure for our rapidly growing world is what we're all about at John Deere. And it's why we're investing in our people and our technology like never before in our 175-year history. Here the world's brightest minds are tackling the world's biggest challenges. If you believe one person can make the world a better place, we'll put you to work. RIGHT NOW.
Primary Location: United States (US)- California (US-CA)- San Francisco
Function: Data Science & Analytics
Title: Principal Data Scientist (Remote Availability)- 66429
Your Responsibilities
Would you like to play a part in the next agricultural revolution? As a Principal Data Scientist , for John Deere's Intelligent Services Group (ISG), you will join a team leveraging petabyte-scale datasets for advanced analytics and model building in order to enable intelligent, automated equipment and improved decisions by farmers. Our team partners with product managers and data engineers to design, scale, and deliver full stack data science solutions. Join a team that is passionate about making a difference by applying cutting edge technology to solve some of the world's biggest problems. In addition, you will:
Architect, design, simulate, and deliver production-ready machine learning approaches to yield insights and recommendations from precision agriculture data
Work with large geospatial data, particularly high-resolution satellite imagery and environmental data, in the development and testing of predictive models
Explore, build, and test creative solutions to problems dealing with the autonomous operation of precision agriculture equipment
Be a vocal, visible presence in collaborating with product managers, engineers, and other internal stakeholders of our team
Communicate with impact your findings and methodologies to stakeholders at multiple levels
Provide technical guidance, coaching and supervision for junior data scientists and actively peer review science within the team

In this role, you will be expected to regularly deliver high quality, innovative results while working closely with other data scientists, engineers, and domain experts across the company. We believe in continuous improvement and are seeking a motivated person who wishes to grow their own skills while helping Deere deliver on its vision for helping farmers feed the world.
Note: This position is physically located in San Francisco, CA however, is currently eligible for a telework (remote) arrangement at the present time. The arrangement may be delayed for training or other job acclimation purposes and remains subject to change.
VISA Sponsorship IS available for this position.
What Skills You Need
7 or more years of data science experience
Demonstrated experience delivering reliable and accurate data science solutions into production systems at scale
3 or more years in developing predictive ML / AI systems and with a strong track record of improving models through feature engineering
Strong experience with Python and use of software engineering best practices
A curious and inquisitive mind, with a desire to understand and solve problems
Demonstrated ability to communicate complex analytical insights in a manner which is clearly understandable by non-experts
An interest in recruiting, hiring, and guiding a team of 2-4 data scientists to work under your direction

What Makes You Stand Out
Previous experience with satellite imagery for classification and learning problems
Previous experience building predictive models from precision agriculture data
Expertise with large geospatial datasets
Prior supervisory experience and strong interest in growing and developing others
Previous experience with Spark
Demonstrated ability to function in a fast paced, collaborative team environment that is distributed across time zones and locations
A strong track record of contributions to the data science community
Previous experience in agriculture or embedded systems

Education (or equivalent work experience)
Bachelor's and/or Advanced degree with specialization in statistics, engineering, data science, computer vision, machine learning, mathematics, or computer science OR equivalent work experience

What You'll Get
At John Deere, you are empowered to create a career that will take you to where you want to go. Here, you'll enjoy the freedom to explore new projects, the support to think outside the box and the advanced tools and technology that foster innovation and achievement. We offer comprehensive relocation and reward packages to help you get started on your new career path. Click hereto find out more about our Total Rewards Package.
The information contained herein is not intended to be an exhaustive list of all responsibilities and qualifications required of individuals performing the job. The qualifications detailed in this job description are not considered the minimum requirements necessary to perform the job, but rather as guidelines.
John Deere is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to, among other things, race, religion, color, national origin, sex, age, sexual orientation, gender identity or expression, status as a protected veteran, or status as a qualified individual with disability.
Nearest Major Market: San Francisco
Nearest Secondary Market: Oakland
Job Segment: Database, Scientific, Agricultural, Engineer, GIS, Technology, Engineering, Agriculture
Report this job"
,,,,,,,,,,,,
Python/Django Developer,Jul-23-2020 17:47:46,Python Developer,San Francisco,Monster,+30 days ago,Sr. Technical Lead – AI/ML Group,Intacct Corporation,"San Francisco, CA",,,https://job-openings.monster.com/sr-technical-lead-%E2%80%93-ai-ml-group-san-francisco-ca-us-intacct-corporation/b9ca3724-0a50-4305-86ba-db741cd726ca,"Every business on the face of Earth must, in some way, do bookkeeping, accounting, and financial planning to operate. At the outset, these functions may seem like mundane facts-of-life in the process of running a business; however, the skill with which a company does them can have a profound impact not only on their business, but also the world. A poorly forecasted budget, could mean the abrupt end to the clinical trial of a potentially life-saving drug. On the other hand, a highly accurate hiring plan can lead to successful team growth that allows a company to design a brand-new material that helps reverse climate change.
Today, unfortunately, financial management and services are universally manual, tedious, and error prone. At the same time, these processes often follow well-defined rules, abide by industry standardization, and have become increasingly data-rich. Our team, within the Medium Segment Native Cloud Solutions at Sage, builds cloud-based AI-powered features and products that fundamentally change the way businesses operate.
We are looking for a Technical Lead to help deliver high quality software products and features by leading, fostering, and individually contributing to a high performing engineering team. As a part of our cross-functional team you will create an environment for engineers to succeed, individually contribute to the codebase, implement processes to streamline the software development lifecycle, coordinate efforts with non-engineering teammates, make tough technical decisions, help develop technical roadmaps, and maintain high engineering standards.
Responsibilities:
Empower the engineering team to achieve a high level of technical productivity, reliability, and ownership
Drive the architecture of our team’s web and mobile products and features
Individually contribute by writing code and designing systems
Make thoughtful and collaborative decisions about technologies and tools used by the team
Coordinate and collaborate with the machine learning team and other relevant internal groups
Work hand-in-hand with leadership and PMs to turn ideas into products in production
Ensure security and compliance of all products and services
Requirements:
5+ years of industry experience in full stack software development
Ability to design web application architecture
Hands-on experience building infrastructure to handle large production datasets
Hands-on experience building scalable API services and other back-end systems
5+ years’ experience with one or more of JavaScript, Python, Ruby
Solid experience with React.js, Node.js, and Postgres
Nice to have experience with React Native
Ability to write and maintain team’s extensible, clean, and performant code
Understanding and implementation of compliance, security, and data protection
Working experience with database and message broker deployment, configuration, monitoring, and debugging
Strong operational experience in Linux/Unix environment and scripting languages: Shell, Python, Perl
Strong communication skills and team player
You may be fit for this role if you:
Thrive in a highly technical, engineering focused company.
Take pride in your work while upholding best practices in engineering.
Believe that code should be shipped daily.
Enjoy working in high performing teams, which value learning, shared responsibility and moving fast.
Value pragmatism and simplicity and find pleasure in effectively leveraging technology.
What it’s like to work here:
You will have an opportunity to work in an environment where engineering is central to what we do. The products we build are breaking new ground, and we have a focus on providing the best environment to allow you to do what you do best - solve problems, collaborate with your team and push first class software. Our distributed team is spread across multiple continents, we promote an open diverse environment, encourage contributions to open-source software and invest heavily in our staff. Our team is talented, capable and inclusive. We know that great things can only be done with great teams and look forward to continuing this direction.
Report this job"
,,,,,,,,,,,,
Python/Django Developer,Jul-23-2020 17:48:05,Python Developer,San Francisco,Monster,+30 days ago,Data Engineer,Danta Technologies,"San Francisco, CA, 94016",['760-307-4276'],['praveen@dantatechnologies.net'],https://job-openings.monster.com/data-engineer-san-francisco-ca-us-danta-technologies/d4ccbd07-84fb-406a-a13d-b93c173b5aee,"Job Title: Data Engineer
Location: San Francisco, CA
Experience required: 8+ Years

Mandatory (Must Have): Strong in Python, SQL and Data Modeling

Job Description:
5+ years of hands-on experience working in data warehousing, data architecture and/or data engineering environments at an enterprise scale.
5+ years of SQL (MySQL, AWS Redshift, Hive, Snowflake etc) development experience is required, No-SQL experience is a major plus;
4+ years of Python or Ruby programming experience is necessary;
3+ years working experience on Map Reduce, Big-Data processing frameworks.
Strong experience in custom or structured (ie. Informatica/Talend/Pentaho/Fivetran) ETL design, implementation and maintenance
2+ years of AWS (EMR/Lambda) experience
Experience implementing and working with workflow schedulers like Airflow, Luigi, Oozie etc.
Strong experience writing complex SQL queries;
Experience implementing operational best practices such as monitoring, alerting, metadata management.
Excellent written and verbal communication and interpersonal skills, able to effectively collaborate with technical and business partners
BS or MS degree in Computer Science or a related technical field
For any queries, please reach Praveen at 760-307-4276 or praveen@dantatechnologies.net
Report this job"
,,,,,,,,,,,,
Python/Django Developer,Jul-23-2020 17:48:24,Python Developer,San Francisco,Monster,+30 days ago,Backend Developer,Workforce Logiq,"San Francisco, CA",,,https://job-openings.monster.com/backend-developer-san-francisco-ca-us-workforce-logiq/df0ce9ec-d2e0-488b-977c-71b35effd1bd,"Job Title:  Backend Developer
Location/s:  Remote
Duration: 6 Months contract with possible extension/conversion
 
 Role Details:
You’re a backend engineer driven by a desire to deliver truly excellent software and are knowledgeable about development best practices.
You work with your team to identify areas for improving the reliability, performance, and auditability of services consumed internally.
You bring a depth of experience and aren’t afraid to bring your past experience to bear on new challenges here.
You’ve worked through several incidents and have killer instincts for debugging production systems, and you’re excited about working on and around live streaming video projects. 
  
 Qualifications:
●      Deep expertise in one or more backend programming languages (ex: Go, Ruby, Python, Javascript)
●      Experience building out API servers (monoliths, microservices, or both)
●      Familiarity with relational and nonrelational database technologies
●      Excellent monitoring and debugging skills using best in class tools (ex: Sentry, Rollbar, NewRelic, Datadog, Sumologic, Splunk)
●      Excellent verbal technical communications skills
●      Works well in a team using Agile methodologies
 Preferred:
Azure, AWS, ECS, Docker, Python, Flask, RQ experience
Video experience
Experience with asynchronous queuing systems (SQS, Celery, Sidekick, RQ, etc)
Values software correctness and has an aptitude for writing tests
Experience writing RESTful systems with knowledge of best practice
 Workforce Logiq is an equal opportunity employer, and all applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability, or protected veteran status.
Report this job"
,,,,,,,,,,,,
Python/Django Developer,Jul-23-2020 17:48:45,Python Developer,San Francisco,Monster,+30 days ago,Sr Business Intelligence Engineer,Peet's Coffee,"Emeryville, CA, 94608",,,https://job-openings.monster.com/sr-business-intelligence-engineer-emeryville-ca-us-peets-coffee/696acc97-ac3e-4bd1-9f90-86dc7a79fe26,"Peet’s is seeking a Senior Business Intelligence Engineer to turn data into information, information into insight and insight into business decisions. The successful candidate will conduct full data and reporting software lifecycle activities that include requirements and data analysis and development of reporting capabilities (both ad hoc and dashboards).  This will be done in close collaboration with both internal and external technical resources and will include continuous auditing of Peet’s operational data to drive new insights into consumer behavior and subsequent business decision making.  The Sr. BI Engineer will engage with business, IT and digital product management teams as a thought partner and will lead BI design and development initiatives for both retail and consumer lines of business.  The Sr. BI engineer will also start projects from the beginning with new BI application designs and will also work on existing solution sets in continuous improvement cycles. The successful candidate will build and maintain positive relationships with key partners across the company in order to successfully deliver data products. The Sr. BI Engineer will work closely with other Peet’s organizations on data gathering, data enrichment, and democratizing data with our core set of reporting tools.
 If you are excited by solving complex challenges and growing your career within an iconic, well established quick service restaurant & CPG Brand, and are passionate about working with cutting edge cloud data & visualization platforms, we’d love to hear from you!

Interpret data, analyze results using statistical techniques and provide ongoing reports
Support the development of data collection systems and other strategies that optimize statistical efficiency and data quality
Acquire ad hoc data from primary or secondary data sources for analysis using on/offline reporting tools
Identify, analyze, and interpret trends or patterns in data sets
Help define the strategy to drive higher data analytics capabilities using machine learning and advanced data science techniques.
Work closely with management to prioritize business and information needs
Operationalize repeated similar ad hoc requests using a reporting and dashboard tool for continued use

Bachelor’s degree in Computer Science or Engineering, Information Technology or Business or equivalent job-related experience.
5 to 7 years overall experience in a technical data reporting environment
3+ years analytics and data visualization development experience required
Retail, Hospitality or CPG experience is a definite plus
3+ years expertise in Matillion ETL, Snowflake Cloud Data Warehouse, Microsoft Azure Analysis Services, and Microsoft Power_BI.
Experience with other data visualization, data warehousing and ETL’s tools such as Tableau or Qlik is a plus.
Experience with Java or Python
3+ years of professional experience with big data systems, data pipelines and data processing
Expertise in Application Architecture, Data Modeling and task estimations.
In-depth knowledge of data structures, algorithms, design patterns, enterprise architecture and software engineering principles
Strong object oriented programming and design skills with good understanding of functional programming paradigm
Experience in performance tuning of the applications including VM tuning and memory profiling.
Working knowledge of source control software such as Azure DevOps, SVN or Git
Familiarity with Microsoft web application development using client side frameworks
Detailed understanding of Software Development Lifecycle, Scrum and Agile methodologies.
Experience with Jira as a problem management and software development collaboration tool.
Experience in utility support tools such as MS Excel, and PowerPoint.
Other qualifications:
Accepts change and is flexible; focusing on action and outcomes
Makes complex decisions for tough problems; embraces collaboration and teamwork
Thrives within a fast-paced work environment; perseveres with tenacity
Manages multiple program priorities;
Fearless in tackling issues and challenges as they arise; doesn’t avoid confrontation 
Understands the importance of the position for the success of the business
Embraces a spirit of hospitality with fellow employees and external members
Demonstrates respect and promotes a supportive environment
Intellectual horsepower and curiosity (highly analytic and strategic)
Report this job"
,,,,,,,,,,,,
Python/Django Developer,Jul-23-2020 17:49:07,Python Developer,San Francisco,Monster,+30 days ago,Staff Platform Engineer (Knowledge Graph),Crunchbase,"San Francisco, CA",,,https://job-openings.monster.com/staff-platform-engineer-knowledge-graph-san-francisco-ca-us-crunchbase/c76467a7-2360-4429-bbba-0e064975db65,"Crunchbase is the go-to destination to find businesses to sell to, market to, research, work for, invest in, and buy from. We’re aggressively capitalizing on this to become the single place to find information on the world’s businesses.

We are hiring a Senior Platform Engineer skilled in Python to be one of the first engineers on our brand new Knowledge Graph Team. We are seeking a candidate with strong Backend Engineer fundamentals, extensive experience in metadata design, implementation, system architecture design and backend data service development.

Engineering at Crunchbase

The Crunchbase engineering team is a dynamic, fast paced team that is committed to quickly delivering features, evaluating their performance, and iterating towards the product vision shared by the company. We are organized in vertical teams that include cross-functional engineers as well as functional guilds aimed at working tightly with the product team to deliver high quality code while iterating quickly on features. We value open and honest communication, and strive to create an environment where opinions and views can be shared and considered in an effort to reach the best decision.

Knowledge Graph Team at Crunchbase

The Crunchbase Knowledge Graph team is working on automatically processing massive amounts of unstructured data, understanding the content of the information, categorizing the information, extracting useful information from text, and converting the data into a knowledge graph.
Report this job"
,,,,,,,,,,,,
Python/Django Developer,Jul-23-2020 17:49:30,Python Developer,San Francisco,Monster,+30 days ago,Sr Business Intelligence Engineer,Peet's Coffee & Tea,"Emeryville, CA",,,https://job-openings.monster.com/sr-business-intelligence-engineer-emeryville-ca-us-peets-coffee-tea/99e2a6c8-3148-4ed3-92f4-31da416d0cc9,"Who We Are
Peet’s is seeking a Senior Business Intelligence Engineer to turn data into information, information into insight and insight into business decisions. The successful candidate will conduct full data and reporting software lifecycle activities that include requirements and data analysis and development of reporting capabilities (both ad hoc and dashboards).  This will be done in close collaboration with both internal and external technical resources and will include continuous auditing of Peet’s operational data to drive new insights into consumer behavior and subsequent business decision making.  The Sr. BI Engineer will engage with business, IT and digital product management teams as a thought partner and will lead BI design and development initiatives for both retail and consumer lines of business.  The Sr. BI engineer will also start projects from the beginning with new BI application designs and will also work on existing solution sets in continuous improvement cycles. The successful candidate will build and maintain positive relationships with key partners across the company in order to successfully deliver data products. The Sr. BI Engineer will work closely with other Peet’s organizations on data gathering, data enrichment, and democratizing data with our core set of reporting tools.
 If you are excited by solving complex challenges and growing your career within an iconic, well established quick service restaurant & CPG Brand, and are passionate about working with cutting edge cloud data & visualization platforms, we’d love to hear from you!
What You Will Do
Interpret data, analyze results using statistical techniques and provide ongoing reports
Support the development of data collection systems and other strategies that optimize statistical efficiency and data quality
Acquire ad hoc data from primary or secondary data sources for analysis using on/offline reporting tools
Identify, analyze, and interpret trends or patterns in data sets
Help define the strategy to drive higher data analytics capabilities using machine learning and advanced data science techniques.
Work closely with management to prioritize business and information needs
Operationalize repeated similar ad hoc requests using a reporting and dashboard tool for continued use
Who You Are
Bachelor’s degree in Computer Science or Engineering, Information Technology or Business or equivalent job-related experience.
5 to 7 years overall experience in a technical data reporting environment
3+ years analytics and data visualization development experience required
Retail, Hospitality or CPG experience is a definite plus
3+ years expertise in Matillion ETL, Snowflake Cloud Data Warehouse, Microsoft Azure Analysis Services, and Microsoft Power_BI.
Experience with other data visualization, data warehousing and ETL’s tools such as Tableau or Qlik is a plus.
Experience with Java or Python
3+ years of professional experience with big data systems, data pipelines and data processing
Expertise in Application Architecture, Data Modeling and task estimations.
In-depth knowledge of data structures, algorithms, design patterns, enterprise architecture and software engineering principles
Strong object oriented programming and design skills with good understanding of functional programming paradigm
Experience in performance tuning of the applications including VM tuning and memory profiling.
Working knowledge of source control software such as Azure DevOps, SVN or Git
Familiarity with Microsoft web application development using client side frameworks
Detailed understanding of Software Development Lifecycle, Scrum and Agile methodologies.
Experience with Jira as a problem management and software development collaboration tool.
Experience in utility support tools such as MS Excel, and PowerPoint.
Other qualifications:
Accepts change and is flexible; focusing on action and outcomes
Makes complex decisions for tough problems; embraces collaboration and teamwork
Thrives within a fast-paced work environment; perseveres with tenacity
Manages multiple program priorities;
Fearless in tackling issues and challenges as they arise; doesn’t avoid confrontation 
Understands the importance of the position for the success of the business
Embraces a spirit of hospitality with fellow employees and external members
Demonstrates respect and promotes a supportive environment
Intellectual horsepower and curiosity (highly analytic and strategic)
Report this job"
,,,,,,,,,,,,
Python/Django Developer,Jul-23-2020 17:49:51,Python Developer,San Francisco,Monster,+30 days ago,CSIRT Signals Development and Response Analyst,Square,"San Francisco, CA",,,https://job-openings.monster.com/csirt-signals-development-response-analyst-san-francisco-ca-us-square/d381513a-82cb-4e71-ad9d-3d0f4e2deae0,"Company Description

Square builds common business tools in unconventional ways so more people can start, run, and grow their businesses. When Square started, it was difficult and expensive (or just plain impossible) for some businesses to take credit cards. Square made credit card payments possible for all by turning a mobile phone into a credit card reader. Since then Square has been building an entire business toolkit of both hardware and software products including Square Capital, Square Terminal, Square Payroll, and more. Were working to find new and better ways to help businesses succeed on their own termsand were looking for people like you to help shape tomorrow at Square.
Job Description

The Square Security team works to ensure the security of every transaction from dip to receipt and beyond. We strive to provide a diverse and secure environment that allows Square to build world-class products for both customers and employees. Our ultimate goal is to ensure that every single experience with Square is simple, secure, and safe.
The Computer Security and Incident Response (CSIRT) workflow inside the Detection and Response Engineering Team (DART) contributes to the mission through systems signals and sensor development, precise investigations and leading security incident responses for Square. We prioritize our work using an attack-driven defensive approach to prioritize our preventive controls, detective controls, and response program based on real-world attacker behaviors. We automate the detection of, and response to, attack techniques, look for threats in the cloud, data center, and corporate network environments and oversee incident response. Additionally, we provide expertise and partner with our infrastructure security and product teams to create and enforce policies that aim to ensure hardened, easy paths for our developers. This results in an environment where developers and the security team work well together providing a holistic solution to security while encouraging new ideas and growth.
As a CSIRT Signals Development and Response Analyst:
Represent the Security team as one of the incident response leads for security incidents at Square
Lead the effort to expand Squares cloud-based incident response process and cloud IR tooling capabilities
Monitor, analyze, and correlate activity, evaluate security incidents, perform research and provide in-depth incident analysis
Instrument and monitor cloud services, workstations, data centers, and networks to detect malicious behaviors allowing signal development in order to identify suspicious activities
Improve and automate internal capabilities for identifying, investigating, and responding to security events
Investigate suspicious activities and leverage tactical and technical capabilities to eradicate threats
Provide guidance on, and assist teams with, implementing domain-specific best practices for preventive controls
Manually look for malicious activity and provide a feedback loop to signal development

Qualifications

You have:
6+ years of related experience
Relevant experience as an essential member of a detection and response team
Security knowledge and experience with signature development and performing Incident Response in AWS and Kubernetes
Security knowledge of the following platforms: Google Cloud Platform, Linux, macOS, and Windows
A passion for leading projects and initiatives
Some scripting experience (e.g. Ruby, Python, shell scripting)


Additional Information

At Square, we value diversity and always treat all employees and job applicants based on merit, qualifications, competence, and talent. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the San Francisco Fair Chance Ordinance. Applicants in need of special assistance or accommodation during the interview process or in accessing our website may contact us by sending an email to assistance(at)squareup.com. We will treat your request as confidentially as possible. In your email, please include your name and preferred method of contact, and we will respond as soon as possible.

Perks

At Square, we want you to be well and thrive. Our global benefits package includes:
Healthcare coverage
Retirement Plans
Employee Stock Purchase Program
Wellness perks
Paid parental leave
Flexible time off
Learning and Development resources
Report this job"
,,,,,,,,,,,,
